job_company,questions,answers,country,area
UI/UX Designer at Docket was asked...,Cite 5 características sua que alguém que trabalha com você precisa saber.,No answer,Brazil,UX/UI Designer
UI/UX Designer at C6 Bank was asked...,"Fizeram uma design review do meu case, com perguntas sobre meu processo criativo e de pesquisa.",No answer,Brazil,UX/UI Designer
UX Designer Pleno at Docket was asked...,apenas queriam saber o mínimo que eu aceitaria receber.,No answer,Brazil,UX/UI Designer
UI/UX Designer at MJV Tecnologia e Inovação was asked...,O que te motiva e o que te desmotiva?,No answer,Brazil,UX/UI Designer
UX Designer at Catarinas Design was asked...,"Bem tranquilo, coisas como o que pretendemos na área, no futuro, etc...",No answer,Brazil,UX/UI Designer
UX Designer at WANDR was asked...,The recruiter just asked me about my work experience and my location.,No answer,Brazil,UX/UI Designer
UX Designer Junior at Try Consultoria was asked...,Explicar case do portfolio,No answer,Brazil,UX/UI Designer
UX Designer Pleno at Gauge (Brazil) was asked...,Qual a sua maior habilidade e quais habilidades você precisa melhorar?,No answer,Brazil,UX/UI Designer
UX Designer Sênior at Avenue Code was asked...,Descreva a sua experiencia como UX Designer,No answer,Brazil,UX/UI Designer
UX Designer at Sabion Digital & Branding was asked...,Você tem experiência em UX?,No answer,Brazil,UX/UI Designer
UX Designer at Mandaê was asked...,Qual projeto você fracassou?,No answer,Brazil,UX/UI Designer
UX Designer Pleno at Axur. Digital Risk Protection was asked...,Caso real que está acontecendo nessa semana: nossa página está tendo um problema onde um usuário está burlando o nosso sistema para usar o serviço de forma gratuita. O que você faria para consertar esse problema?,No answer,Brazil,UX/UI Designer
UX Designer Pleno at Axur. Digital Risk Protection was asked...,"Conte um case teu que tu fez parte na empresa onde tu trabalhou, e como tu metrificou ele para validar se houveram melhorias verdadeiras para o usuário.",No answer,Brazil,UX/UI Designer
UX Designer at QuintoAndar was asked...,"Foram feitas muitas perguntas em muitas etapas, todas referentes as áreas. O RH pergunta de expectativa de carreira, a gerente de designer do seu processo, e por aí vai.",No answer,Brazil,UX/UI Designer
UI/UX Designer at BRQ was asked...,"Na entrevista com o gestor foi pedido que eu apresentasse a minha trajetória e meu momento profissional, questionado as ferramentas que eu tinha experiência em UX/UI, na qual o conhecimento de Sketch era essencial para a vaga proposta. Além disso ele me pediu para apresentar um dos projetos do meu portfólio.",No answer,Brazil,UX/UI Designer
UX Designer at Porto Seguro Seguros was asked...,Quando pretende ter filhos? Quantas pessoas moram com você? tem irmãos? qual a profissão do seu marido? entre outras perguntas pessoais.,No answer,Brazil,UX/UI Designer
UX Designer at SAP was asked...,How do you see yourself in 10 years?,No answer,Brazil,UX/UI Designer
UX Designer at Dentsu International was asked...,Me conte como foram suas experiências anteriores.,No answer,Brazil,UX/UI Designer
UX Designer Trainee at Grupo FCamara was asked...,O que te faz protagonista da sua história?,No answer,Brazil,UX/UI Designer
UX Designer at NeoAssist was asked...,Todas as perguntas foram fluindo super tranquilo de acordo com as dúvidas que surgiam do pessoal. Me senti bem confortável!,No answer,Brazil,UX/UI Designer
UX Designer at Thomson Reuters was asked...,"Perguntas pessoais e profissionais, como lido com pressão e etc.",No answer,Brazil,UX/UI Designer
UI/UX Designer Sênior at Accenture was asked...,Você conhece a metodologia Design Thinking?,No answer,Brazil,UX/UI Designer
UX Designer at NeoAssist was asked...,"Metodologias utilizadas, cases antigos, dificuldades em introduzir a cultura de UX em minha última empresa.",No answer,Brazil,UX/UI Designer
UX Designer at Thomson Reuters was asked...,"Perguntas pessoais e profissionais, como lido com pressão e etc.",No answer,Brazil,UX/UI Designer
UX Designer at PagSeguro was asked...,Como foi a construção do teste.,No answer,Brazil,UX/UI Designer
UX Designer at Wiser Educação was asked...,Perguntas para verificar se você sabe o que é o método do Design Thinking.,No answer,Brazil,UX/UI Designer
UX Designer at Wiser Educação was asked...,Qual o seu método e processo de trabalho?,No answer,Brazil,UX/UI Designer
UI/UX Designer at BEPiD was asked...,Não me lembro de nenhuma pergunta complicada.,No answer,Brazil,UX/UI Designer
UX Designer at Globosat was asked...,"O gestor focou muito na minha visão sobre o design, não tanto em questões técnicas. Já o Rh focou bastante em comportamento.",No answer,Brazil,UX/UI Designer
UX Designer at Take was asked...,"Carreira, motivações, gostos, porque quer trabalhar com chatbot.",No answer,Brazil,UX/UI Designer
UI/UX Designer at Caiena was asked...,O que você gosta na área de Ux?,No answer,Brazil,UX/UI Designer
UI/UX Designer at Vonix was asked...,Experiência na área,No answer,Brazil,UX/UI Designer
UX Designer at Try Consultoria was asked...,Não fizeram perguntas fora do Padrão,No answer,Brazil,UX/UI Designer
UI/UX Designer Júnior at Eduzz was asked...,"Não foi bem uma pergunta, mas sim a cultura da empresa em relação ao bem estar do funcionário",No answer,Brazil,UX/UI Designer
UX Designer at Stone was asked...,Qual é o seu tipo de ambiente que deseja para trabalhar?,No answer,Brazil,UX/UI Designer
UX Designer Pleno at Axur. Digital Risk Protection was asked...,Dois minutos para responder: o que você faria para gamificar a nossa página?,No answer,Brazil,UX/UI Designer
UI/UX Designer Pleno at Iteris Consultoria e Software was asked...,Me fala um pouco sobre o que você gosta da cultura da empresa atual/antiga?,No answer,Brazil,UX/UI Designer
UX Designer at RD Station was asked...,.........................,No answer,Brazil,UX/UI Designer
UI/UX Designer at Universidade Federal do Ceará (UFC) was asked...,Perguntas específicas do cargo.,No answer,Brazil,UX/UI Designer
UI-UX Designer at censhare was asked...,What are your strengths and motivations? Why did you decided to come to Germany? Could you describe your past experiences?,No answer,Brazil,UX/UI Designer
UI/UX Designer at VTEX was asked...,Quais são suas experiências anteriores?  Poderia me contar elas?,No answer,Brazil,UX/UI Designer
UX Designer Pleno at CI&T was asked...,Como você acha que a CI&T pode ajudar na sua carreira e vice-versa?,No answer,Brazil,UX/UI Designer
UI/UX Designer Pleno at CI&T was asked...,Foi mais uma conversa aberta e fluída que perguntas fechadas em si.,No answer,Brazil,UX/UI Designer
UX Designer at Grupo FCamara was asked...,Qual seu projeto de vida?,No answer,Brazil,UX/UI Designer
UI/UX Designer Júnior at TOTVS was asked...,"Perguntas específicas da área, sobre o processo de UX, minhas experiências, contar sobre mim, minha vida pessoal e profissional, o que eu gosto de fazer no tempo livre..",No answer,Brazil,UX/UI Designer
UI/UX Designer at XYZ (Hong Kong) was asked...,"Pretensão salarial, contar um pouco sobre minha experiência experiencia profissional, se tenho filhos etc",No answer,Brazil,UX/UI Designer
UX Designer at Synchrone was asked...,Décrivez votre méthodologie de travail,Description du workflow,France,UX/UI Designer
UX Designer at Nexton Consulting was asked...,"Presente toi, Quel est ton parcours ? Connais tu notre entreprise ? Quel salaire aimerais tu ? Que fais tu dans ton entreprise ?","Je suis mitigé par cette entreprise car j'ai eu comme réponse ""nous n'avons aucune mission à vous proposer à court terme"". Pourquoi cet entretien alors ?",France,UX/UI Designer
UI-UX Designer at iAdvize was asked...,Revisiter le formulaire de création d’une règle de ciblage. Objectifs du redesign : Réduire le temps moyen de création d’une règle de ciblage (temps actuel mesuré = 40 secondes) Trouver une cohérence graphique et évolutive. Rendre le formulaire + évolutif en cas d’ajout de : Nouveaux comportements Nouveaux critères Nouveaux canaux,Maquettes graphiques + argumentaires,France,UX/UI Designer
UI-UX Designer at ModuloTech was asked...,qu'est ce qu'il te saute au yeux quand tu regarde cette interface d'administration,certaines icones ui sont incohérente les une avec les autres .,France,UX/UI Designer
Alternance PO - UX Designer at Allianz was asked...,Des exemples de projets que tu as mené ?,Description de mes expériences les plus marquantes,France,UX/UI Designer
UX Designer at Schneider Electric was asked...,Qu'avez vous appris durant votre expérience aux USA ?,Les differences culturelles,France,UX/UI Designer
UI-UX Designer at Axance was asked...,vos type de mission,mes missions actuelles,France,UX/UI Designer
Lead Ux Designer at SimpliField was asked...,Des questions très classiques,"Cher candidat, Nous vous remercions pour votre retour. Dans une démarche d’amélioration constante, nous prenons note de vos remarques et feedback sur notre process de recrutement. L'entretien téléphonique est une préqualification (pour optimiser le temps de chacun). Ensuite, lors de l'entretien en face à face, certaines questions peuvent parfois être reprises, car nous sommes très attachés à l’humain et les échanges permettent de comprendre le/la candidat(e) et d'identifier le fit avec les valeurs de l’entreprise et l’esprit d’équipe. Cette identification est également utile au candidat au moment de faire son choix. Concernant le test technique, il est habituellement apprécié des candidats puisqu'il permet de se projeter sur notre solution. A la lecture de votre retour, peut-être n'avons nous pas assez souligné cet objectif pour ce qui vous concerne. Nous prenons en compte votre remarque et veillerons à l'avenir à faire preuve plus encore de pédagogie. En revanche, nous ne pouvons accepter votre jugement quant au niveau de compétences de nos collaborateurs. Ces derniers exercent leurs rôles et possèdent le niveau de compétences idoine. Si leurs rôles sont différents de celui du candidat, leurs expertises sont donc différentes. Elles ne peuvent en aucun cas être présentées comme sous qualifiées. Dans une démarche de développement et d'amélioration continus, SimpliField est toujours à l'écoute des avis des candidats. Je vous invite donc, si vous le souhaitez, à me contacter par téléphone pour m'exposer et développer plus avant vos remarques. Meilleures salutations, Marjorie Palasse Head of HR",France,UX/UI Designer
UX Designer at Renault Group was asked...,Quelles technologies / logiciels utilisez vous?,Adobe Photoshop Adobe Illustrator Adobe Indesign Sketch Axure Invision Filmora Solidworks Autodesk Alias,France,UX/UI Designer
UI-UX Designer at Alankit Assignments was asked...,Pouvez-vous décrire un projet récent qui vous a particulièrement mis au défi et comment vous avez abordé le problème?,"Lorsqu'un client dit: ""Je n'aime pas ce design.""",France,UX/UI Designer
UX Designer at Squad was asked...,Quels outils utilisez-vous dans votre quotidien,J'ai de forte connaissance sur différentes applications design,France,UX/UI Designer
UX Designer at Squad was asked...,Pouvez-vous me raconter une difficulté rencontrée et comment êtes-vous parvenu à la résoudre.,"J'ai eu 2 difficultés dans mes expériences qui m'ont marqué : 1 - Un échange compliqué sur un sujet de fonctionnalité à mettre en œuvre avec développeur. Le facteur était plus humain que technique. 2 - Devoir rassurer un client craintif sur un projet. Chaque étape, j'ai programmé des réunions pour donner de la visibilité",France,UX/UI Designer
UX Designer at Société Générale was asked...,What is a Corporate and Investment Banking and how does it work ?,Refer to their website.,France,UX/UI Designer
UX Designer at IBM was asked...,Qu'est-ce qui anime votre métier/passion ?,en parlant de la méthodologie de travail pour répondre à une problématique d'un projet.,France,UX/UI Designer
UX Designer at Backelite was asked...,Êtes-vous prêt à faire du travail périphérique rébarbatif ?,No answer,France,UX/UI Designer
UI-UX Designer at UX-Republic was asked...,"Entretien très RH, peu technique",No answer,France,UX/UI Designer
UX Designer at Axance was asked...,"Pas de question difficile, par contre la fiche de post VS les questions n'étaient pas conforme (ils me demandaient des skills qui n'ont rien a voir avec de l'UX)",No answer,France,UX/UI Designer
Lead Ux Designer at Cognizant Technology Solutions was asked...,Si auparavant j'avais participé à des appels d'offre,No answer,France,UX/UI Designer
UX Designer at SeLoger was asked...,RAS,No answer,France,UX/UI Designer
UI-UX Designer at Nexton Consulting was asked...,Où vous vous voyez d'ici 5 ans ?,No answer,France,UX/UI Designer
UI-UX Designer at Capgemini was asked...,What exactly was the type of work I was looking for.,No answer,France,UX/UI Designer
